team,id,win,champions
blue,3414803737,True,"['Maokai', 'Hecarim', 'Ziggs', 'Sivir', 'Blitzcrank']"
red,3414803737,False,"['Kled', ""Rek'Sai"", 'Malzahar', 'Varus', 'Soraka']"
blue,3492548158,True,"['Jax', 'Jarvan IV', 'Diana', 'Jhin', 'Zyra']"
red,3492548158,False,"['Malphite', 'Zac', 'LeBlanc', 'Aphelios', 'Lulu']"
blue,3443243742,True,"['Camille', 'Kayn', 'Orianna', ""Kai'Sa"", 'Nautilus']"
red,3443243742,False,"['Tryndamere', 'Graves', 'Veigar', 'Ezreal', 'Soraka']"
blue,3469545358,True,"['Darius', 'Zac', 'Azir', 'Ezreal', 'Tahm Kench']"
red,3469545358,False,"['Volibear', 'Trundle', 'Twisted Fate', 'Sivir', 'Nautilus']"
blue,3443086448,True,"['Shen', 'Trundle', 'Orianna', 'Varus', 'Thresh']"
red,3443086448,False,"['Ornn', 'Nunu & Willump', 'Malzahar', 'Vayne', 'Lulu']"
blue,3326105129,False,"['Yorick', 'Lee Sin', 'Diana', 'Miss Fortune', 'Braum']"
red,3326105129,True,"['Ornn', 'Jarvan IV', 'Cassiopeia', 'Morgana', 'Senna']"
blue,3324807256,True,"['Ornn', 'Elise', 'Ziggs', 'Aphelios', 'Senna']"
red,3324807256,False,"['Maokai', 'Lee Sin', 'Orianna', 'Ashe', 'Nami']"
blue,3326086016,False,"['Darius', 'Sylas', 'Qiyana', 'Lucian', 'Morgana']"
red,3326086016,True,"['Garen', 'Ekko', 'Irelia', ""Kai'Sa"", 'Leona']"
blue,3491266041,False,"['Kled', 'Volibear', 'Ekko', 'Ashe', 'Lulu']"
red,3491266041,True,"['Fiora', 'Graves', 'Cassiopeia', 'Ezreal', 'Taric']"
blue,3491228357,True,"['Kled', 'Volibear', 'Orianna', 'Ashe', 'Nautilus']"
red,3491228357,False,"['Mordekaiser', 'Olaf', 'Gragas', 'Sivir', 'Yuumi']"
blue,3468751903,True,"['Aatrox', 'Graves', 'Corki', 'Varus', 'Braum']"
red,3468751903,False,"['Volibear', 'Kayn', 'Azir', 'Aphelios', 'Tahm Kench']"
blue,3468664128,True,"['Volibear', 'Kindred', 'Azir', 'Varus', 'Soraka']"
red,3468664128,False,"['Singed', 'Kayn', 'Orianna', 'Aphelios', 'Lulu']"
blue,3443351267,False,"['Gangplank', 'Zac', 'Twisted Fate', 'Ezreal', 'Yuumi']"
red,3443351267,True,"['Renekton', 'Jarvan IV', 'Ekko', 'Neeko', 'Trundle']"
